route_id,trip_id,trip_headsign,service_id,direction_id,shape_id,wheelchair_accessible,bikes_allowed
B,27660205,"Gières, Plaine des Sports",12345-MGHLV39_ST0_39_HI2223,0,SEM_B_1,1,2
4,27341690,"Grenoble, Victor Hugo",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,1,SEM_C4_2,1,2
12,26969650,"Eybens, Maisons Neuves",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,0,SEM_12_2,1,2
D,27044361,"Saint-Martin-d'Hères, Les Taillées - Universités",1234567-MGHD02_ST6_2_HI2223,0,SEM_D_1,1,2
5,27503146,"Grenoble, Palais de Justice - Gare",12345-MSILV07_ST21_7_HI2223,0,SEM_C5_1,1,2
2,27335055,"Claix, Pont Rouge",12345-MEHLV13_ST8_13_HI2223-MEHLV22_ST8_22_HI2223-MEHW13_ST11_13_HI2223-MEHW17_ST11_17_HI2223,0,SEM_C2_2,1,2
E,27574387,"Grenoble, Condorcet",12345-MGHLV39_ST0_39_HI2223,1,SEM_E_5,1,2
A,27064413,"Le Pont-de-Claix, L'Etoile",12345-MEHLV13_ST8_13_HI2223-MEHW13_ST11_13_HI2223,0,SEM_A_3,1,2
B,27660164,"Gières, Plaine des Sports",12345-MGHLV39_ST0_39_HI2223,0,SEM_B_1,1,2
C,27606722,"Seyssins, Le Prisme",12345-MGHLV35_ST0_35_HI2223,1,SEM_C_2,1,2
3,27154613,"Grenoble, Victor Hugo",12345-MEHLV13_ST8_13_HI2223-MEHLV22_ST8_22_HI2223-MEHW13_ST11_13_HI2223-MEHW17_ST11_17_HI2223,0,SEM_C3_1,1,2
2,27334703,"Claix, Pont Rouge",1234567-MEHD10_ST6_10_HI2223-MEHD11_ST6_11_HI2223,0,SEM_C2_2,1,2
16,27503366,"Corenc, Montfleury",12345-MSILV07_ST21_7_HI2223,0,SEM_16_1,1,2
13,26980619,"Meylan, Lycée du Grésivaudan",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223-MEILV08_ST21_8_HI2223,1,SEM_13_2,1,2
1,27445450,"Meylan, Maupertuis",12345-MSILV04_ST21_4_HI2223,0,SEM_C1_2,1,2
12,26969594,"Eybens, Maisons Neuves",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,0,SEM_12_9,1,2
D,27043879,"Saint-Martin-d'Hères, Etienne Grappe",12345-MGHLV17_ST0_17_HI2223-MGHLV33_ST0_33_HI2223,1,SEM_D_3,1,2
C,27044235,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGHD02_ST6_2_HI2223-MGHD03_ST6_3_HI2223,0,SEM_C_1,1,2
B,27089468,"Grenoble, Oxford",1234567-MGHS06_ST5_6_HI2223-MGHS08_ST5_8_HI2223,1,SEM_B_2,1,2
22,26916806,"Saint-Égrève, Saint Egrève Gare",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,0,SEM_22_3,1,2
A,27593560,"Fontaine, La Poya",12345-MEILV08_ST21_8_HI2223,1,SEM_A_4,1,2
7,26700821,"Échirolles, Comboire",1234567-MSHDF06_ST6_6_HI2223-MSHDF08_ST6_8_HI2223,1,SEM_C7_2,1,2
5,27485817,"Grenoble, Palais de Justice - Gare",12345-MSILV04_ST21_4_HI2223,0,SEM_C5_1,1,2
E,27574194,"Grenoble, Louise Michel",12345-MGHLV39_ST0_39_HI2223,0,SEM_E_2,1,2
B,27639264,"Grenoble, Oxford",12345-MGHLV37_ST0_37_HI2223,1,SEM_B_2,1,2
E,27574237,"Grenoble, Louise Michel",12345-MGHLV39_ST0_39_HI2223,0,SEM_E_2,1,2
5,27315215,"Grenoble, Palais de Justice - Gare",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,0,SEM_C5_1,1,2
7,26700849,"Échirolles, Comboire",1234567-MSHDF06_ST6_6_HI2223-MSHDF08_ST6_8_HI2223,1,SEM_C7_2,1,2
7,27535171,"Gières, Universités - IUT - UFRAPS",12345-MSILV07_ST21_7_HI2223,0,SEM_C7_1,1,2
E,27070014,"Fontanil-Cornillon, Palluel",1234567-MGHD02_ST6_2_HI2223-MGHD03_ST6_3_HI2223,1,SEM_E_1,1,2
73,26685269,"Vif, Collège le Masségu",12345-MFHLV11c_ST0_11_HI2223-MFHLV12c_ST0_12_HI2223,1,SEM_73_1,1,2
C,27677424,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV39_ST0_39_HI2223,0,SEM_C_1,1,2
C,27670134,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV38_ST0_38_HI2223,0,SEM_C_1,1,2
A,27638383,"Fontaine, La Poya",12345-MEHLV22_ST8_22_HI2223-MEHW17_ST11_17_HI2223,1,SEM_A_4,1,2
1,27608170,"Grenoble, Cité Jean Macé",12345-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,1,SEM_C1_4,1,2
67,27500251,"Herbeys, Herbeys Le Bourg",12345-MFHLV11c_ST0_11_HI2223-MFHLV12c_ST0_12_HI2223,1,SEM_67_1,1,2
20,26949437,"Seyssinet-Pariset, Seyssinet-Pariset Hôtel de Ville",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,0,SEM_20_1,1,2
1,27445462,"Montbonnot-Saint-Martin, Pré de l'Eau",12345-MSILV04_ST21_4_HI2223,0,SEM_C1_6,1,2
A,27063478,"Le Pont-de-Claix, L'Etoile",1234567-MEHD10_ST6_10_HI2223-MEHD11_ST6_11_HI2223,0,SEM_A_3,1,2
E,27167139,"Grenoble, Louise Michel",12345-MGHLV17_ST0_17_HI2223,0,SEM_E_2,1,2
A,27593808,"Le Pont-de-Claix, L'Etoile",12345-MEILV08_ST21_8_HI2223,0,SEM_A_3,1,2
C,27272274,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV32_ST0_32_HI2223-MGHLV37_ST0_37_HI2223,0,SEM_C_1,1,2
A,27063712,"Fontaine, La Poya",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,1,SEM_A_4,1,2
5,27452486,"Grenoble, Palais de Justice - Gare",1234567-MSHSAH10_ST5_10_HI2223-MSHSAH14_ST5_14_HI2223-MSHSAH15_ST5_15_HI2223,0,SEM_C5_1,1,2
5,27503171,"Grenoble, Palais de Justice - Gare",12345-MSILV07_ST21_7_HI2223,0,SEM_C5_1,1,2
5,27315216,"Gières, Universités - Biologie",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,1,SEM_C5_2,1,2
E,27444164,"Fontanil-Cornillon, Palluel",12345-MGHLV37_ST0_37_HI2223-MGHLV38_ST0_38_HI2223,1,SEM_E_1,1,2
1,27502885,"Meylan, Maupertuis",12345-MSILV07_ST21_7_HI2223,0,SEM_C1_2,1,2
C,27257909,"Seyssins, Le Prisme",1234567-MGHS06_ST5_6_HI2223-MGHS08_ST5_8_HI2223,1,SEM_C_2,1,2
3,26979581,"Grenoble, Victor Hugo",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223,0,SEM_C3_1,1,2
A,27638496,"Fontaine, La Poya",12345-MEHLV22_ST8_22_HI2223-MEHW17_ST11_17_HI2223,1,SEM_A_4,1,2
23,27137584,"Saint-Martin-d'Hères, Bibliothèques Universitaires",12345-MFHLV11c_ST0_11_HI2223-MFHLV12c_ST0_12_HI2223,1,SEM_23_2,1,2
16,26950652,"Le Pont-de-Claix, Gendarmerie",1234567-MSHSAH10_ST5_10_HI2223-MSHSAH14_ST5_14_HI2223-MSHSAH15_ST5_15_HI2223,1,SEM_16_2,1,2
20,26949232,"Seyssinet-Pariset, Seyssinet-Pariset Hôtel de Ville",1234567-MSHSAH10_ST5_10_HI2223-MSHSAH14_ST5_14_HI2223-MSHSAH15_ST5_15_HI2223,0,SEM_20_1,1,2
13,26972660,"Meylan, Lycée du Grésivaudan",1234567-MEHD10_ST6_10_HI2223-MEHD11_ST6_11_HI2223,1,SEM_13_2,1,2
C,27150945,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV17_ST0_17_HI2223-MGHLV33_ST0_33_HI2223,0,SEM_C_1,1,2
16,26950687,"Le Pont-de-Claix, Gendarmerie",1234567-MSHSAH10_ST5_10_HI2223-MSHSAH14_ST5_14_HI2223-MSHSAH15_ST5_15_HI2223,1,SEM_16_2,1,2
B,27150194,"Gières, Plaine des Sports",12345-MGHLV17_ST0_17_HI2223,0,SEM_B_1,1,2
C,27670120,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV38_ST0_38_HI2223,0,SEM_C_1,1,2
B,27604454,"Gières, Plaine des Sports",12345-MGHLV32_ST0_32_HI2223-MGHLV33_ST0_33_HI2223-MGHLV38_ST0_38_HI2223,0,SEM_B_1,1,2
B,27660079,"Grenoble, Oxford",12345-MGHLV39_ST0_39_HI2223,1,SEM_B_2,1,2
12,26980238,"Saint-Martin-d'Hères, Les Alloves",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223-MEILV08_ST21_8_HI2223,1,SEM_12_1,1,2
23,27137637,"Saint-Martin-d'Hères, Bibliothèques Universitaires",12345-MFVLV05c_ST21_5_HI2223-MFVLV07c_ST21_7_HI2223,1,SEM_23_2,1,2
A,27593747,"Fontaine, La Poya",12345-MEILV08_ST21_8_HI2223,1,SEM_A_4,1,2
5,27452490,"Grenoble, Palais de Justice - Gare",1234567-MSHSAH10_ST5_10_HI2223-MSHSAH14_ST5_14_HI2223-MSHSAH15_ST5_15_HI2223,0,SEM_C5_1,1,2
59,27675028,"Saint-Martin-d'Uriage, La Ronzière",1234567-MFHS10_ST5_10_HI2223,0,SEM_59_1,1,2
A,27170623,"Le Pont-de-Claix, L'Etoile",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223,0,SEM_A_3,1,2
16,27503376,"Corenc, Montfleury",12345-MSILV07_ST21_7_HI2223,0,SEM_16_1,1,2
41,27370243,"La Tronche, Grand Sablon",1234567-MFHS09_ST5_9_HI2223-MFHS10_ST5_10_HI2223,1,SEM_41_2,1,2
3,26963491,"Échirolles, Centre du graphisme",1234567-MEHD10_ST6_10_HI2223-MEHD11_ST6_11_HI2223,1,SEM_C3_2,1,2
1,27466730,"Montbonnot-Saint-Martin, Pré de l'Eau",12345-MSHLVH05_ST8_5_HI2223,0,SEM_C1_6,1,2
1,27290745,"Grenoble, Cité Jean Macé",1234567-MSHSAH14_ST5_14_HI2223,1,SEM_C1_1,1,2
B,27150219,"Gières, Plaine des Sports",12345-MGHLV17_ST0_17_HI2223,0,SEM_B_1,1,2
12,26980270,"Saint-Martin-d'Hères, Les Alloves",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223-MEILV08_ST21_8_HI2223,1,SEM_12_1,1,2
20,26949942,"Veurey-Voroize, La Rive",1234567-MSHDF06_ST6_6_HI2223-MSHDF08_ST6_8_HI2223,1,SEM_20_2,1,2
A,27063450,"Fontaine, La Poya",1234567-MEHD10_ST6_10_HI2223-MEHD11_ST6_11_HI2223,1,SEM_A_4,1,2
3,27341833,"Grenoble, Victor Hugo",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,0,SEM_C3_1,1,2
C,27272431,"Seyssins, Le Prisme",12345-MGHLV32_ST0_32_HI2223-MGHLV37_ST0_37_HI2223,1,SEM_C_2,1,2
B,27088628,"Grenoble, Oxford",1234567-MGHD02_ST6_2_HI2223-MGHD03_ST6_3_HI2223,1,SEM_B_2,1,2
B,27660256,"Gières, Plaine des Sports",12345-MGHLV39_ST0_39_HI2223,0,SEM_B_1,1,2
5,27485780,"Gières, Universités - Biologie",12345-MSILV04_ST21_4_HI2223,1,SEM_C5_2,1,2
13,26972786,"Poisat, Cimetière Intercommunal",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,0,SEM_13_1,1,2
16,27503399,"Corenc, Montfleury",12345-MSILV07_ST21_7_HI2223,0,SEM_16_1,1,2
66,27301759,"Échirolles, La Rampe - Centre-Ville",12345-MFHLV11c_ST0_11_HI2223-MFHLV12c_ST0_12_HI2223,0,,1,2
5,27452466,"Grenoble, Palais de Justice - Gare",1234567-MSHSAH10_ST5_10_HI2223-MSHSAH14_ST5_14_HI2223-MSHSAH15_ST5_15_HI2223,0,SEM_C5_1,1,2
15,27482912,"Grenoble, Verdun - Préfecture",12345-MAHLV07_ST0_7_HI2223,1,SEM_15_9,1,2
5,27503083,"Gières, Universités - Biologie",12345-MSILV07_ST21_7_HI2223,1,SEM_C5_2,1,2
E,27167864,"Grenoble, Louise Michel",12345-MGHLV32_ST0_32_HI2223-MGHLV33_ST0_33_HI2223-MGHLV35_ST0_35_HI2223,0,SEM_E_2,1,2
2,27334887,"Grenoble, Louise Michel",12345-MEHLV13_ST8_13_HI2223-MEHLV22_ST8_22_HI2223-MEHW13_ST11_13_HI2223-MEHW17_ST11_17_HI2223,1,SEM_C2_1,1,2
1,27445406,"Meylan, Maupertuis",12345-MSILV04_ST21_4_HI2223,0,SEM_C1_2,1,2
2,27334952,"Claix, Pont Rouge",12345-MEHLV13_ST8_13_HI2223-MEHLV22_ST8_22_HI2223-MEHW13_ST11_13_HI2223-MEHW17_ST11_17_HI2223,0,SEM_C2_2,1,2
B,27150355,"Grenoble, Oxford",12345-MGHLV17_ST0_17_HI2223,1,SEM_B_2,1,2
13,27058125,"Poisat, Cimetière Intercommunal",12345-MEHLV13_ST8_13_HI2223-MEHLV22_ST8_22_HI2223-MEHW13_ST11_13_HI2223-MEHW17_ST11_17_HI2223,0,SEM_13_5,1,2
3,27341654,"Échirolles, Centre du graphisme",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,1,SEM_C3_2,1,2
12,26980284,"Saint-Martin-d'Hères, Les Alloves",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223-MEILV08_ST21_8_HI2223,1,SEM_12_1,1,2
C,27606672,"Seyssins, Le Prisme",12345-MGHLV35_ST0_35_HI2223,1,SEM_C_2,1,2
1,27466822,"Grenoble, Cité Jean Macé",12345-MSHLVH05_ST8_5_HI2223,1,SEM_C1_1,1,2
16,26950215,"Le Pont-de-Claix, Gendarmerie",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,1,SEM_16_2,1,2
62,27148810,"Grenoble, Notre-Dame - Musée",1234567-MFHS09_ST5_9_HI2223-MFHS10_ST5_10_HI2223,0,SEM_62_6,1,2
C,27272493,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV32_ST0_32_HI2223-MGHLV37_ST0_37_HI2223,0,SEM_C_1,1,2
14,27643993,"Gières, Gières Gare - Universités",12345-MAVLV05_ST21_5_HI2223,1,SEM_14_2,1,2
7,27535042,"Échirolles, Comboire",12345-MSILV07_ST21_7_HI2223,1,SEM_C7_2,1,2
3,27535705,"Échirolles, Centre du graphisme",12345-MEILV08_ST21_8_HI2223,1,SEM_C3_2,1,2
B,27660038,"Grenoble, Oxford",12345-MGHLV39_ST0_39_HI2223,1,SEM_B_2,1,2
A,27170797,"Le Pont-de-Claix, L'Etoile",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223,0,SEM_A_3,1,2
59,27648190,"Saint-Martin-d'Uriage, La Ronzière",12345-MFHLV12c_ST0_12_HI2223,0,SEM_59_1,1,2
1,27428717,"Meylan, Maupertuis",1234567-MSHSAH10_ST5_10_HI2223-MSHSAH15_ST5_15_HI2223,0,SEM_C1_2,1,2
E,27168250,"Gières, Plaine des Sports",12345-MGHLV32_ST0_32_HI2223-MGHLV33_ST0_33_HI2223-MGHLV35_ST0_35_HI2223,0,SEM_E_3,1,2
7,27442768,"Gières, Universités - IUT - UFRAPS",12345-MSILV04_ST21_4_HI2223,0,SEM_C7_1,1,2
C,27670240,"Seyssins, Le Prisme",12345-MGHLV38_ST0_38_HI2223,1,SEM_C_2,1,2
2,27335466,"Grenoble, Louise Michel",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,1,SEM_C2_1,1,2
6,26676079,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSHDF06_ST6_6_HI2223-MSHDF08_ST6_8_HI2223,1,SEM_C6_1,1,2
4,27341734,"Grenoble, Victor Hugo",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,1,SEM_C4_2,1,2
2,27334862,"Claix, Pont Rouge",12345-MEHLV13_ST8_13_HI2223-MEHLV22_ST8_22_HI2223-MEHW13_ST11_13_HI2223-MEHW17_ST11_17_HI2223,0,SEM_C2_2,1,2
14,27482685,"Gières, Gières Gare - Universités",12345-MAHLV07_ST0_7_HI2223,1,SEM_14_2,1,2
16,26950026,"Le Pont-de-Claix, Gendarmerie",1234567-MSHDF06_ST6_6_HI2223-MSHDF08_ST6_8_HI2223,1,SEM_16_2,1,2
A,27170664,"Fontaine, La Poya",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223,1,SEM_A_4,1,2
A,27064494,"Fontaine, La Poya",12345-MEHLV13_ST8_13_HI2223-MEHW13_ST11_13_HI2223,1,SEM_A_4,1,2
A,27063792,"Le Pont-de-Claix, L'Etoile",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,0,SEM_A_3,1,2
D,27044398,"Saint-Martin-d'Hères, Etienne Grappe",1234567-MGHD02_ST6_2_HI2223,1,SEM_D_2,1,2
20,26949487,"Veurey-Voroize, La Rive",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,1,SEM_20_4,1,2
A,27638567,"Fontaine, La Poya",12345-MEHLV22_ST8_22_HI2223-MEHW17_ST11_17_HI2223,1,SEM_A_4,1,2
1,27466734,"Meylan, Maupertuis",12345-MSHLVH05_ST8_5_HI2223,0,SEM_C1_2,1,2
1,27428620,"Grenoble, Cité Jean Macé",1234567-MSHSAH10_ST5_10_HI2223-MSHSAH15_ST5_15_HI2223,1,SEM_C1_4,1,2
20,26949249,"Sassenage, Les Engenières",1234567-MSHSAH10_ST5_10_HI2223-MSHSAH14_ST5_14_HI2223-MSHSAH15_ST5_15_HI2223,1,SEM_20_4,1,2
13,26980640,"Meylan, Lycée du Grésivaudan",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223-MEILV08_ST21_8_HI2223,1,SEM_13_2,1,2
5,27452390,"Gières, Universités - Biologie",1234567-MSHSAH10_ST5_10_HI2223-MSHSAH14_ST5_14_HI2223-MSHSAH15_ST5_15_HI2223,1,SEM_C5_2,1,2
E,27167137,"Grenoble, Louise Michel",12345-MGHLV17_ST0_17_HI2223,0,SEM_E_2,1,2
5,27315236,"Grenoble, Palais de Justice - Gare",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,0,SEM_C5_1,1,2
5,27485811,"Gières, Universités - Biologie",12345-MSILV04_ST21_4_HI2223,1,SEM_C5_2,1,2
12,26980299,"Saint-Martin-d'Hères, Les Alloves",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223-MEILV08_ST21_8_HI2223,1,SEM_12_1,1,2
6,26683947,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSHSAH10_ST5_10_HI2223-MSHSAH14_ST5_14_HI2223-MSHSAH15_ST5_15_HI2223,1,SEM_C6_1,1,2
12,26969602,"Eybens, Maisons Neuves",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,0,SEM_12_9,1,2
B,27660199,"Gières, Plaine des Sports",12345-MGHLV39_ST0_39_HI2223,0,SEM_B_1,1,2
2,27623259,"Grenoble, Louise Michel",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223,1,SEM_C2_1,1,2
4,26963578,"Grenoble, Victor Hugo",1234567-MEHD10_ST6_10_HI2223-MEHD11_ST6_11_HI2223,1,SEM_C4_2,1,2
C,27606610,"Gières, Plaine des Sports",12345-MGHLV35_ST0_35_HI2223,0,SEM_C_1,1,2
20,26949269,"Seyssinet-Pariset, Seyssinet-Pariset Hôtel de Ville",1234567-MSHSAH10_ST5_10_HI2223-MSHSAH14_ST5_14_HI2223-MSHSAH15_ST5_15_HI2223,0,SEM_20_1,1,2
A,27638743,"Le Pont-de-Claix, L'Etoile",12345-MEHLV22_ST8_22_HI2223-MEHW17_ST11_17_HI2223,0,SEM_A_3,1,2
C,27150893,"Seyssins, Le Prisme",12345-MGHLV17_ST0_17_HI2223-MGHLV33_ST0_33_HI2223,1,SEM_C_2,1,2
19,26948757,"Sassenage, L'Ovalie",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,1,SEM_19_2,1,2
2,27583013,"Grenoble, Louise Michel",12345-MEILV08_ST21_8_HI2223,1,SEM_C2_1,1,2
1,27447553,"Meylan, Maupertuis",1234567-MSHDF06_ST6_6_HI2223-MSHDF08_ST6_8_HI2223,0,SEM_C1_2,1,2
B,27639436,"Grenoble, Oxford",12345-MGHLV37_ST0_37_HI2223,1,SEM_B_2,1,2
E,27167882,"Fontanil-Cornillon, Palluel",12345-MGHLV32_ST0_32_HI2223-MGHLV33_ST0_33_HI2223-MGHLV35_ST0_35_HI2223,1,SEM_E_1,1,2
21,27367884,"Claix, Pont Rouge",12345-MSHLVH05_ST8_5_HI2223-MSHLVH12_ST8_12_HI2223-MSHLW12_ST11_12_HI2223,0,SEM_21_1,1,2
12,26966471,"Saint-Martin-d'Hères, Les Alloves",12345-MEHLV13_ST8_13_HI2223-MEHLV22_ST8_22_HI2223-MEHW13_ST11_13_HI2223-MEHW17_ST11_17_HI2223,1,SEM_12_1,1,2
7,27215238,"Échirolles, Comboire",1234567-MSHSAH10_ST5_10_HI2223-MSHSAH14_ST5_14_HI2223-MSHSAH15_ST5_15_HI2223,1,SEM_C7_2,1,2
C,27272461,"Seyssins, Le Prisme",12345-MGHLV32_ST0_32_HI2223-MGHLV37_ST0_37_HI2223,1,SEM_C_2,1,2
C,27044217,"Seyssins, Le Prisme",1234567-MGHD02_ST6_2_HI2223-MGHD03_ST6_3_HI2223,1,SEM_C_2,1,2
19,26912614,"Sassenage, L'Ovalie",1234567-MSHDF06_ST6_6_HI2223-MSHDF08_ST6_8_HI2223,1,SEM_19_2,1,2
B,27088611,"Grenoble, Oxford",1234567-MGHD02_ST6_2_HI2223-MGHD03_ST6_3_HI2223,1,SEM_B_2,1,2
E,27167892,"Fontanil-Cornillon, Palluel",12345-MGHLV32_ST0_32_HI2223-MGHLV33_ST0_33_HI2223-MGHLV35_ST0_35_HI2223,1,SEM_E_1,1,2
7,27442708,"Échirolles, Comboire",12345-MSILV04_ST21_4_HI2223,1,SEM_C7_2,1,2
C,27150837,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV17_ST0_17_HI2223-MGHLV33_ST0_33_HI2223,0,SEM_C_1,1,2
7,27535069,"Échirolles, Comboire",12345-MSILV07_ST21_7_HI2223,1,SEM_C7_2,1,2
5,27503166,"Grenoble, Palais de Justice - Gare",12345-MSILV07_ST21_7_HI2223,0,SEM_C5_1,1,2
C,27677462,"Seyssins, Le Prisme",12345-MGHLV39_ST0_39_HI2223,1,SEM_C_2,1,2
D,27539435,"Saint-Martin-d'Hères, Les Taillées - Universités",1234567-MGHS08_ST5_8_HI2223,0,SEM_D_4,1,2
67,27500365,"Grenoble, Grand'place",12345-MFVLV05c_ST21_5_HI2223-MFVLV07c_ST21_7_HI2223,0,SEM_67_2,1,2
2,27583166,"Claix, Pont Rouge",12345-MEILV08_ST21_8_HI2223,0,SEM_C2_2,1,2
B,27150417,"Gières, Plaine des Sports",12345-MGHLV17_ST0_17_HI2223,0,SEM_B_1,1,2
14,27644059,"Grenoble, Verdun - Préfecture",12345-MAVLV05_ST21_5_HI2223,0,SEM_14_1,1,2
26,26686050,"Saint-Georges-de-Commiers, St-G.-de-Commiers Gare",12345-MFHLV11c_ST0_11_HI2223-MFHLV12c_ST0_12_HI2223,0,SEM_26_5,1,2
3,27535809,"Grenoble, Victor Hugo",12345-MEILV08_ST21_8_HI2223,0,SEM_C3_1,1,2
5,27503065,"Gières, Universités - Biologie",12345-MSILV07_ST21_7_HI2223,1,SEM_C5_2,1,2
E,27443864,"Grenoble, Louise Michel",12345-MGHLV37_ST0_37_HI2223-MGHLV38_ST0_38_HI2223,0,SEM_E_2,1,2
C,27150911,"Seyssins, Le Prisme",12345-MGHLV17_ST0_17_HI2223-MGHLV33_ST0_33_HI2223,1,SEM_C_2,1,2
4,26963602,"Eybens, Le Verderet",1234567-MEHD10_ST6_10_HI2223-MEHD11_ST6_11_HI2223,0,SEM_C4_1,1,2
16,26950603,"Meylan, Lycée du Grésivaudan",1234567-MSHSAH10_ST5_10_HI2223-MSHSAH14_ST5_14_HI2223-MSHSAH15_ST5_15_HI2223,0,SEM_16_1,1,2
A,27170824,"Le Pont-de-Claix, L'Etoile",12345-MEILV06_ST21_6_HI2223-MEILV07_ST21_7_HI2223,0,SEM_A_3,1,2
E,27444125,"Gières, Plaine des Sports",12345-MGHLV37_ST0_37_HI2223-MGHLV38_ST0_38_HI2223,0,SEM_E_3,1,2
54,26848036,"Sassenage, Les Engenières",12345-MFHLV11c_ST0_11_HI2223-MFHLV12c_ST0_12_HI2223-MFVLV05c_ST21_5_HI2223-MFVLV07c_ST21_7_HI2223,1,SEM_54_2,1,2
15,27368655,"Domène, Chenevières",1234567-MAHD06_ST6_6_HI2223-MAHD07_ST6_7_HI2223,0,SEM_15_13,1,2
4,27154513,"Grenoble, Victor Hugo",12345-MEHLV13_ST8_13_HI2223-MEHLV22_ST8_22_HI2223-MEHW13_ST11_13_HI2223-MEHW17_ST11_17_HI2223,1,SEM_C4_2,1,2
B,27150361,"Grenoble, Oxford",12345-MGHLV17_ST0_17_HI2223,1,SEM_B_2,1,2
B,27150220,"Gières, Plaine des Sports",12345-MGHLV17_ST0_17_HI2223,0,SEM_B_1,1,2
49,26726842,"Seyssins, Le Prisme",12345-MFHLV11c_ST0_11_HI2223-MFHLV12c_ST0_12_HI2223,1,SEM_49_2,1,2
B,27639210,"Gières, Plaine des Sports",12345-MGHLV37_ST0_37_HI2223,0,SEM_B_1,1,2
3,27341794,"Échirolles, Centre du graphisme",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,1,SEM_C3_2,1,2
D,27607845,"Saint-Martin-d'Hères, Les Taillées - Universités",12345-MGHLV32_ST0_32_HI2223-MGHLV35_ST0_35_HI2223-MGHLV37_ST0_37_HI2223-MGHLV38_ST0_38_HI2223,0,SEM_D_4,1,2
16,27503395,"Le Pont-de-Claix, Gendarmerie",12345-MSILV07_ST21_7_HI2223,1,SEM_16_2,1,2
A,27064150,"Le Pont-de-Claix, L'Etoile",12345-MEHLV13_ST8_13_HI2223-MEHW13_ST11_13_HI2223,0,SEM_A_3,1,2
2,27334945,"Claix, Pont Rouge",12345-MEHLV13_ST8_13_HI2223-MEHLV22_ST8_22_HI2223-MEHW13_ST11_13_HI2223-MEHW17_ST11_17_HI2223,0,SEM_C2_2,1,2
B,27660192,"Gières, Plaine des Sports",12345-MGHLV39_ST0_39_HI2223,0,SEM_B_1,1,2
A,27063875,"Grenoble, Polesud - Alpexpo",1234567-MEHS10_ST5_10_HI2223-MEHS12_ST5_12_HI2223,1,SEM_A_4,1,2
